Time,Month,EcoregionName,EcoregionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,NEE_measured
3,2, eco17,12,1,6.5,4.8,0,50.76,50.76,0.13,0,43.55875397
3,3, eco17,12,1,6.2,6.5,0,77.96,77.96,0.13,0,52.7272429
3,4, eco17,12,1,5.3,8.6,20.64,95.81,75.17,0.11,0,48.00208759
3,5, eco17,12,1,5.2,11.7,85.36,104.24,18.88,0.11,0,-14.5700303
3,6, eco17,12,1,5.4,14.7,242.57,102.81,-139.76,0.12,0,-251.7261814
4,7, eco17,12,1,4.7,16.7,234.36,77.52,-156.84,0.11,0,-220.2551238
4,8, eco17,12,1,5.8,16.5,275.38,112.77,-162.62,0.12,0,-154.1548202
4,9, eco17,12,1,6.8,14.2,291.3,171.06,-120.24,0.14,0,-143.905232
4,10, eco17,12,1,9.3,11.3,196.14,131.03,-65.12,0.18,0,-29.14370669
4,11, eco17,12,1,9.6,7.4,0,71.2,71.2,0.18,0,87.69040906
4,12, eco17,12,1,9.7,5.2,0,57.01,57.01,0.19,0,74.1984935
4,1, eco17,12,1,9.1,4.7,0,51.93,51.93,0.18,0,59.61769495
4,2, eco17,12,1,6.5,4.8,0,49.65,49.65,0.13,0,54.02787523
4,3, eco17,12,1,6.2,6.5,0,76.76,76.76,0.13,0,56.86641223
4,4, eco17,12,1,5.3,8.6,19.37,94.61,75.23,0.11,0,42.35565168
4,5, eco17,12,1,5.2,11.7,77.9,103.1,25.2,0.11,0,-19.33683732
4,6, eco17,12,1,5.4,14.7,224.19,101.84,-122.35,0.12,0,-219.8643798
5,7, eco17,12,1,4.7,16.7,221.15,76.89,-144.26,0.11,0,-263.0053707
5,8, eco17,12,1,5.8,16.5,262.87,111.94,-150.93,0.12,0,-213.2104131
5,9, eco17,12,1,6.8,14.2,277.05,166.81,-110.24,0.14,0,-152.0012799
5,10, eco17,12,1,9.3,11.3,184.78,127.91,-56.86,0.18,0,-43.23733754
5,11, eco17,12,1,9.6,7.4,0,69.12,69.12,0.18,0,92.21950224
5,12, eco17,12,1,9.7,5.2,0,55.49,55.49,0.19,0,68.11336008
5,1, eco17,12,1,9.1,4.7,0,50.66,50.66,0.18,0,57.06338522
5,2, eco17,12,1,6.5,4.8,0,48.53,48.53,0.13,0,41.04912902
5,3, eco17,12,1,6.2,6.5,0,75.51,75.51,0.13,0,51.68210983
5,4, eco17,12,1,5.3,8.6,18.33,93.34,75.01,0.11,0,49.29720934
5,5, eco17,12,1,5.2,11.7,71.9,101.91,30,0.11,0,-32.62195166
5,6, eco17,12,1,5.4,14.7,208.7,100.84,-107.86,0.12,0,-272.4144893
6,7, eco17,12,1,4.7,16.7,210.07,76.25,-133.82,0.11,0,-264.981759
6,8, eco17,12,1,5.8,16.5,252.92,111.1,-141.82,0.12,0,-167.5065256
6,9, eco17,12,1,6.8,14.2,267.26,163.19,-104.07,0.14,0,-90.77556341
6,10, eco17,12,1,9.3,11.3,175.91,125.38,-50.53,0.18,0,10.82549945
6,11, eco17,12,1,9.6,7.4,0,67.45,67.45,0.18,0,53.39480494
6,12, eco17,12,1,9.7,5.2,0,54.28,54.28,0.19,0,55.30503506
6,1, eco17,12,1,9.1,4.7,0,49.65,49.65,0.18,0,54.47304605
6,2, eco17,12,1,6.5,4.8,0,47.65,47.65,0.13,0,42.6863911
6,3, eco17,12,1,6.2,6.5,0,74.5,74.5,0.13,0,43.11322546
6,4, eco17,12,1,5.3,8.6,17.5,92.3,74.8,0.11,0,63.0080478
6,5, eco17,12,1,5.2,11.7,67.15,100.93,33.78,0.11,0,-80.79435007
6,6, eco17,12,1,5.4,14.7,195.9,100.02,-95.88,0.12,0,-320.147148
7,7, eco17,12,1,4.7,16.7,201.14,75.72,-125.42,0.11,0,-224.2715785
7,8, eco17,12,1,5.8,16.5,247.49,110.41,-137.08,0.12,0,-240.5023404
7,9, eco17,12,1,6.8,14.2,261.34,160.41,-100.93,0.14,0,-161.2692597
7,10, eco17,12,1,9.3,11.3,168.87,123.52,-45.35,0.18,0,-9.222392808
7,11, eco17,12,1,9.6,7.4,0,66.23,66.23,0.18,0,33.32814422
7,12, eco17,12,1,9.7,5.2,0,53.4,53.4,0.19,0,47.17492207
7,1, eco17,12,1,9.1,4.7,0,48.91,48.91,0.18,0,59.18403175
7,2, eco17,12,1,6.5,4.8,0,47,47,0.13,0,45.79981121
7,3, eco17,12,1,6.2,6.5,0,73.75,73.75,0.13,0,53.58222943
7,4, eco17,12,1,5.3,8.6,16.83,91.52,74.69,0.11,0,59.62847422
7,5, eco17,12,1,5.2,11.7,63.4,100.19,36.79,0.11,0,-6.686116056
7,6, eco17,12,1,5.4,14.7,185.56,99.4,-86.16,0.12,0,-207.5784728
8,7, eco17,12,1,4.7,16.7,194.01,75.32,-118.69,0.11,0,-192.6835763
8,8, eco17,12,1,5.8,16.5,242.26,109.89,-132.37,0.12,0,-182.5827005
8,9, eco17,12,1,6.8,14.2,260.57,158.15,-102.42,0.14,0,-98.12636827
8,10, eco17,12,1,9.3,11.3,163.07,122.23,-40.84,0.18,0,-6.099350112
8,11, eco17,12,1,9.6,7.4,0,65.37,65.37,0.18,0,52.62454159
8,12, eco17,12,1,9.7,5.2,0,52.77,52.77,0.19,0,56.63747297
8,1, eco17,12,1,9.1,4.7,0,48.39,48.39,0.18,0,36.89313523
8,2, eco17,12,1,6.5,4.8,0,46.55,46.55,0.13,0,18.16821446
8,3, eco17,12,1,6.2,6.5,0,73.2,73.2,0.13,0,38.53723306
8,4, eco17,12,1,5.3,8.6,16.28,90.95,74.66,0.11,0,45.58685832
8,5, eco17,12,1,5.2,11.7,60.41,99.65,39.24,0.11,0,-7.031350368
8,6, eco17,12,1,5.4,14.7,177.16,98.94,-78.23,0.12,0,-249.5517757
9,7, eco17,12,1,4.7,16.7,188.08,75.02,-113.07,0.11,0,-229.8465411
9,8, eco17,12,1,5.8,16.5,235,109.5,-125.5,0.12,0,-163.2604799
9,9, eco17,12,1,6.8,14.2,264.55,156.14,-108.41,0.14,0,-131.1148601
9,10, eco17,12,1,9.3,11.3,158.02,121.34,-36.68,0.18,0,-1.377265248
9,11, eco17,12,1,9.6,7.4,0,64.74,64.74,0.18,0,47.02977461
9,12, eco17,12,1,9.7,5.2,0,52.32,52.32,0.19,0,47.14186802
9,1, eco17,12,1,9.1,4.7,0,48.02,48.02,0.18,0,40.02917962
9,2, eco17,12,1,6.5,4.8,0,46.22,46.22,0.13,0,42.7369459
9,3, eco17,12,1,6.2,6.5,0,72.79,72.79,0.13,0,43.51665989
9,4, eco17,12,1,5.3,8.6,15.85,90.51,74.66,0.11,0,34.70025528
9,5, eco17,12,1,5.2,11.7,58.06,99.23,41.17,0.11,0,-133.9787146
9,6, eco17,12,1,5.4,14.7,170.42,98.58,-71.83,0.12,0,-224.1841519
10,7, eco17,12,1,4.7,16.7,183.38,74.78,-108.6,0.11,0,-220.7693513
10,8, eco17,12,1,5.8,16.5,229.48,109.19,-120.28,0.12,0,-164.9967231
10,9, eco17,12,1,6.8,14.2,262.34,154.56,-107.78,0.14,0,-98.97893366
10,10, eco17,12,1,9.3,11.3,153.88,120.35,-33.52,0.18,0,-6.798484656
10,11, eco17,12,1,9.6,7.4,0,64.12,64.12,0.18,0,59.5444163
10,12, eco17,12,1,9.7,5.2,0,51.88,51.88,0.19,0,47.42931607
10,1, eco17,12,1,9.1,4.7,0,47.65,47.65,0.18,0,36.19084147
10,2, eco17,12,1,6.5,4.8,0,45.91,45.91,0.13,0,22.78648865
10,3, eco17,12,1,6.2,6.5,0,72.39,72.39,0.13,0,28.46303582
10,4, eco17,12,1,5.3,8.6,15.53,90.08,74.54,0.11,0,38.02519922
10,5, eco17,12,1,5.2,11.7,56.35,98.82,42.47,0.11,0,-62.64522504
10,6, eco17,12,1,5.4,14.7,165.38,98.23,-67.15,0.12,0,-243.0570914
11,7, eco17,12,1,4.7,16.7,179.77,74.55,-105.22,0.11,0,-185.1758798
11,8, eco17,12,1,5.8,16.5,225.25,108.89,-116.36,0.12,0,-157.0019458
11,9, eco17,12,1,6.8,14.2,257.44,153.3,-104.14,0.14,0,-94.29739222
11,10, eco17,12,1,9.3,11.3,151,119.4,-31.6,0.18,0,18.88829086
11,11, eco17,12,1,9.6,7.4,0,63.57,63.57,0.18,0,58.45332859
11,12, eco17,12,1,9.7,5.2,0,51.48,51.48,0.19,0,46.21581036
11,1, eco17,12,1,9.1,4.7,0,47.33,47.33,0.18,0,43.25185966
11,2, eco17,12,1,6.5,4.8,0,45.63,45.63,0.13,0,32.68138039
11,3, eco17,12,1,6.2,6.5,0,72.02,72.02,0.13,0,38.98920398
11,4, eco17,12,1,5.3,8.6,15.3,89.67,74.37,0.11,0,55.99544753
11,5, eco17,12,1,5.2,11.7,55.09,98.44,43.34,0.11,0,-34.21856016
11,6, eco17,12,1,5.4,14.7,161.71,97.9,-63.81,0.12,0,-182.9856344
12,7, eco17,12,1,4.7,16.7,177.28,74.33,-102.95,0.11,0,-187.1674098
12,8, eco17,12,1,5.8,16.5,222.22,108.6,-113.62,0.12,0,-134.5631832
12,9, eco17,12,1,6.8,14.2,253.75,152.33,-101.42,0.14,0,-86.81023087
12,10, eco17,12,1,9.3,11.3,148.73,118.66,-30.07,0.18,0,-12.56849849
12,11, eco17,12,1,9.6,7.4,0,63.15,63.15,0.18,0,43.69662979
12,12, eco17,12,1,9.7,5.2,0,51.19,51.19,0.19,0,34.99452785
12,1, eco17,12,1,9.1,4.7,0,47.09,47.09,0.18,0,44.71569662
12,2, eco17,12,1,6.5,4.8,0,45.42,45.42,0.13,0,28.1872859
12,3, eco17,12,1,6.2,6.5,0,71.73,71.73,0.13,0,45.14006124
12,4, eco17,12,1,5.3,8.6,15.14,89.34,74.2,0.11,0,45.3200238
12,5, eco17,12,1,5.2,11.7,54.24,98.12,43.88,0.11,0,8.464783392
12,6, eco17,12,1,5.4,14.7,159.15,97.62,-61.53,0.12,0,-125.2849682
13,7, eco17,12,1,4.7,16.7,175.5,74.14,-101.36,0.11,0,-149.0887439
13,8, eco17,12,1,5.8,16.5,220.16,108.35,-111.8,0.12,0,-145.780519
13,9, eco17,12,1,6.8,14.2,250.67,151.61,-99.06,0.14,0,-87.08804942
13,10, eco17,12,1,9.3,11.3,147.13,118.08,-29.05,0.18,0,-22.44225895
13,11, eco17,12,1,9.6,7.4,0,62.84,62.84,0.18,0,68.39524829
13,12, eco17,12,1,9.7,5.2,0,50.96,50.96,0.19,0,52.03925266
13,1, eco17,12,1,9.1,4.7,0,46.9,46.9,0.18,0,54.35529106
13,2, eco17,12,1,6.5,4.8,0,45.26,45.26,0.13,0,42.0000863
13,3, eco17,12,1,6.2,6.5,0,71.49,71.49,0.13,0,52.49216923
13,4, eco17,12,1,5.3,8.6,15.03,89.07,74.05,0.11,0,36.9799182
13,5, eco17,12,1,5.2,11.7,53.66,97.86,44.2,0.11,0,-141.2838679
13,6, eco17,12,1,5.4,14.7,157.47,97.39,-60.08,0.12,0,-160.4679107
14,7, eco17,12,1,4.7,16.7,174.22,73.98,-100.24,0.11,0,-206.8700139
14,8, eco17,12,1,5.8,16.5,218.84,108.14,-110.7,0.12,0,-157.3706245
14,9, eco17,12,1,6.8,14.2,248.21,151.08,-97.13,0.14,0,-141.2650666
14,10, eco17,12,1,9.3,11.3,145.83,117.64,-28.19,0.18,0,-11.42649547
14,11, eco17,12,1,9.6,7.4,0,62.61,62.61,0.18,0,81.24099574
14,12, eco17,12,1,9.7,5.2,0,50.8,50.8,0.19,0,62.02478578
14,1, eco17,12,1,9.1,4.7,0,46.77,46.77,0.18,0,48.43764878
14,2, eco17,12,1,6.5,4.8,0,45.14,45.14,0.13,0,36.98673667
14,3, eco17,12,1,6.2,6.5,0,71.3,71.3,0.13,0,53.80039764
14,4, eco17,12,1,5.3,8.6,14.96,88.85,73.89,0.11,0,52.25244725
14,5, eco17,12,1,5.2,11.7,53.28,97.63,44.35,0.11,0,12.74195102
14,6, eco17,12,1,5.4,14.7,156.17,97.19,-58.98,0.12,0,-183.2454954
15,7, eco17,12,1,4.7,16.7,173.4,73.84,-99.56,0.11,0,-243.2187978
15,8, eco17,12,1,5.8,16.5,217.85,107.94,-109.91,0.12,0,-212.550429
15,9, eco17,12,1,6.8,14.2,246.78,150.66,-96.12,0.14,0,-117.3319895
15,10, eco17,12,1,9.3,11.3,145,117.31,-27.69,0.18,0,19.20270694
15,11, eco17,12,1,9.6,7.4,0,62.45,62.45,0.18,0,43.46506829
15,12, eco17,12,1,9.7,5.2,0,50.68,50.68,0.19,0,81.95483794
15,1, eco17,12,1,9.1,4.7,0,46.67,46.67,0.18,0,52.83233294
15,2, eco17,12,1,6.5,4.8,0,45.06,45.06,0.13,0,28.32202649
15,3, eco17,12,1,6.2,6.5,0,71.15,71.15,0.13,0,30.66575285
15,4, eco17,12,1,5.3,8.6,14.92,88.67,73.76,0.11,0,54.19614874
15,5, eco17,12,1,5.2,11.7,53.07,97.45,44.38,0.11,0,10.02199068
15,6, eco17,12,1,5.4,14.7,155.62,97.02,-58.6,0.12,0,-226.1399513
16,7, eco17,12,1,4.7,16.7,172.84,73.72,-99.12,0.11,0,-231.7033799
16,8, eco17,12,1,5.8,16.5,217.29,107.77,-109.52,0.12,0,-183.2659316
16,9, eco17,12,1,6.8,14.2,247.06,150.37,-96.7,0.14,0,-85.47333451
16,10, eco17,12,1,9.3,11.3,144.94,117.15,-27.78,0.18,0,47.45443255
16,11, eco17,12,1,9.6,7.4,0,62.4,62.4,0.18,0,87.9138131
16,12, eco17,12,1,9.7,5.2,0,50.65,50.65,0.19,0,56.99991492
16,1, eco17,12,1,9.1,4.7,0,46.64,46.64,0.18,0,74.19511505
16,2, eco17,12,1,6.5,4.8,0,45.03,45.03,0.13,0,49.76289065
16,3, eco17,12,1,6.2,6.5,0,71.07,71.07,0.13,0,61.28555148
16,4, eco17,12,1,5.3,8.6,14.88,88.56,73.68,0.11,0,68.90124535
16,5, eco17,12,1,5.2,11.7,52.87,97.32,44.46,0.11,0,9.232401384
16,6, eco17,12,1,5.4,14.7,155.07,96.9,-58.18,0.12,0,-221.1044876
