Time,Month,EcoregionName,EcoregionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,NEE_measured
10,6, eco17,12,1,5.4,14.7,37.78,36.58,-1.2,0.12,0,-243.0570914
11,7, eco17,12,1,4.7,16.7,34.9,27.72,-7.18,0.11,0,-185.1758798
11,8, eco17,12,1,5.8,16.5,40.31,40.38,0.07,0.12,0,-157.0019458
11,9, eco17,12,1,6.8,14.2,36.13,59.29,23.16,0.14,0,-94.29739222
11,10, eco17,12,1,9.3,11.3,127.2,41.58,-85.62,0.18,0,18.88829086
11,11, eco17,12,1,9.6,7.4,3.42,24.11,20.7,0.18,0,58.45332859
11,12, eco17,12,1,9.7,5.2,2.02,19.39,17.38,0.19,0,46.21581036
11,1, eco17,12,1,9.1,4.7,1.82,17.79,15.97,0.18,0,43.25185966
11,2, eco17,12,1,6.5,4.8,1.88,17.15,15.27,0.13,0,32.68138039
11,3, eco17,12,1,6.2,6.5,2.88,27.43,24.55,0.13,0,38.98920398
11,4, eco17,12,1,5.3,8.6,71.02,34.15,-36.87,0.11,0,55.99544753
11,5, eco17,12,1,5.2,11.7,133.23,37.26,-95.97,0.11,0,-34.21856016
11,6, eco17,12,1,5.4,14.7,37.46,36.85,-0.61,0.12,0,-182.9856344
12,7, eco17,12,1,4.7,16.7,34.99,27.94,-7.06,0.11,0,-187.1674098
12,8, eco17,12,1,5.8,16.5,40.32,40.72,0.4,0.12,0,-134.5631832
12,9, eco17,12,1,6.8,14.2,36.03,59.61,23.59,0.14,0,-86.81023087
12,10, eco17,12,1,9.3,11.3,127.13,41.84,-85.28,0.18,0,-12.56849849
12,11, eco17,12,1,9.6,7.4,3.53,24.31,20.78,0.18,0,43.69662979
12,12, eco17,12,1,9.7,5.2,2.17,19.57,17.4,0.19,0,34.99452785
12,1, eco17,12,1,9.1,4.7,2,17.97,15.97,0.18,0,44.71569662
12,2, eco17,12,1,6.5,4.8,2.06,17.34,15.28,0.13,0,28.1872859
12,3, eco17,12,1,6.2,6.5,3.06,27.67,24.61,0.13,0,45.14006124
12,4, eco17,12,1,5.3,8.6,71.11,34.44,-36.67,0.11,0,45.3200238
12,5, eco17,12,1,5.2,11.7,133.26,37.59,-95.67,0.11,0,8.464783392
12,6, eco17,12,1,5.4,14.7,37.22,37.18,-0.04,0.12,0,-125.2849682
13,7, eco17,12,1,4.7,16.7,35.02,28.18,-6.84,0.11,0,-149.0887439
13,8, eco17,12,1,5.8,16.5,40.27,41.07,0.79,0.12,0,-145.780519
13,9, eco17,12,1,6.8,14.2,35.84,59.9,24.06,0.14,0,-87.08804942
13,10, eco17,12,1,9.3,11.3,126.89,42.07,-84.82,0.18,0,-22.44225895
13,11, eco17,12,1,9.6,7.4,3.55,24.47,20.92,0.18,0,68.39524829
13,12, eco17,12,1,9.7,5.2,2.22,19.72,17.5,0.19,0,52.03925266
13,1, eco17,12,1,9.1,4.7,2.05,18.12,16.06,0.18,0,54.35529106
13,2, eco17,12,1,6.5,4.8,2.12,17.49,15.37,0.13,0,42.0000863
13,3, eco17,12,1,6.2,6.5,3.11,27.85,24.74,0.13,0,52.49216923
13,4, eco17,12,1,5.3,8.6,71.08,34.66,-36.43,0.11,0,36.9799182
13,5, eco17,12,1,5.2,11.7,133.04,37.84,-95.21,0.11,0,-141.2838679
13,6, eco17,12,1,5.4,14.7,37.22,37.43,0.21,0.12,0,-160.4679107
14,7, eco17,12,1,4.7,16.7,35.01,28.37,-6.64,0.11,0,-206.8700139
14,8, eco17,12,1,5.8,16.5,40.19,41.36,1.17,0.12,0,-157.3706245
14,9, eco17,12,1,6.8,14.2,35.59,60.15,24.56,0.14,0,-141.2650666
14,10, eco17,12,1,9.3,11.3,126.74,42.28,-84.46,0.18,0,-11.42649547
14,11, eco17,12,1,9.6,7.4,3.58,24.62,21.04,0.18,0,81.24099574
14,12, eco17,12,1,9.7,5.2,2.27,19.85,17.58,0.19,0,62.02478578
14,1, eco17,12,1,9.1,4.7,2.1,18.25,16.15,0.18,0,48.43764878
14,2, eco17,12,1,6.5,4.8,2.18,17.63,15.46,0.13,0,36.98673667
14,3, eco17,12,1,6.2,6.5,3.16,28.03,24.86,0.13,0,53.80039764
14,4, eco17,12,1,5.3,8.6,71.06,34.87,-36.19,0.11,0,52.25244725
14,5, eco17,12,1,5.2,11.7,132.79,38.08,-94.72,0.11,0,12.74195102
14,6, eco17,12,1,5.4,14.7,37.18,37.68,0.5,0.12,0,-183.2454954
15,7, eco17,12,1,4.7,16.7,34.97,28.56,-6.41,0.11,0,-243.2187978
15,8, eco17,12,1,5.8,16.5,40.1,41.65,1.55,0.12,0,-212.550429
15,9, eco17,12,1,6.8,14.2,35.31,60.4,25.08,0.14,0,-117.3319895
15,10, eco17,12,1,9.3,11.3,126.53,42.47,-84.06,0.18,0,19.20270694
15,11, eco17,12,1,9.6,7.4,3.6,24.75,21.15,0.18,0,43.46506829
15,12, eco17,12,1,9.7,5.2,2.32,19.98,17.65,0.19,0,81.95483794
15,1, eco17,12,1,9.1,4.7,2.13,18.38,16.25,0.18,0,52.83233294
15,2, eco17,12,1,6.5,4.8,2.21,17.76,15.56,0.13,0,28.32202649
15,3, eco17,12,1,6.2,6.5,3.22,28.2,24.97,0.13,0,30.66575285
15,4, eco17,12,1,5.3,8.6,71.04,35.07,-35.97,0.11,0,54.19614874
15,5, eco17,12,1,5.2,11.7,132.48,38.31,-94.17,0.11,0,10.02199068
15,6, eco17,12,1,5.4,14.7,37.12,37.92,0.8,0.12,0,-226.1399513
16,7, eco17,12,1,4.7,16.7,34.91,28.75,-6.16,0.11,0,-231.7033799
16,8, eco17,12,1,5.8,16.5,39.99,41.93,1.94,0.12,0,-183.2659316
16,9, eco17,12,1,6.8,14.2,35.01,60.63,25.62,0.14,0,-85.47333451
16,10, eco17,12,1,9.3,11.3,126.27,42.65,-83.62,0.18,0,47.45443255
16,11, eco17,12,1,9.6,7.4,3.63,24.88,21.25,0.18,0,87.9138131
16,12, eco17,12,1,9.7,5.2,2.38,20.1,17.72,0.19,0,56.99991492
16,1, eco17,12,1,9.1,4.7,2.17,18.5,16.33,0.18,0,74.19511505
16,2, eco17,12,1,6.5,4.8,2.24,17.89,15.65,0.13,0,49.76289065
16,3, eco17,12,1,6.2,6.5,3.28,28.36,25.07,0.13,0,61.28555148
16,4, eco17,12,1,5.3,8.6,71.02,35.27,-35.75,0.11,0,68.90124535
16,5, eco17,12,1,5.2,11.7,132.1,38.54,-93.56,0.11,0,9.232401384
16,6, eco17,12,1,5.4,14.7,37.04,38.15,1.12,0.12,0,-221.1044876
