Time,Month,EcoregionName,EcoregionIndex,NumSites,ppt,airtemp,avgNPPtc,avgResp,avgNEE,Ndep,StreamN,
11, 1, eco17, 12, 1, 9.1, 4.7, 0, 7.49, 7.49, 0.18, 0, 
11, 2, eco17, 12, 1, 6.5, 4.8, 0, 7.17, 7.17, 0.13, 0, 
11, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.49, 15.49, 0.13, 0, 
11, 4, eco17, 12, 1, 5.3, 8.6, 9.35, 20.68, 11.33, 0.11, 0, 
11, 5, eco17, 12, 1, 5.2, 11.7, 17.58, 22.78, 5.2, 0.11, 0, 
11, 6, eco17, 12, 1, 5.4, 14.7, 29.14, 22.77, -6.37, 0.12, 0, 
12, 7, eco17, 12, 1, 4.7, 16.7, 28.43, 17.43, -11, 0.11, 0, 
12, 8, eco17, 12, 1, 5.8, 16.5, 38.08, 25.3, -12.77, 0.12, 0, 
12, 9, eco17, 12, 1, 6.8, 14.2, 48.97, 33.65, -15.32, 0.14, 0, 
12, 10, eco17, 12, 1, 9.3, 11.3, 30.29, 25.31, -4.98, 0.18, 0, 
12, 11, eco17, 12, 1, 9.6, 7.4, 0, 10.43, 10.43, 0.18, 0, 
12, 12, eco17, 12, 1, 9.7, 5.2, 0, 8.37, 8.37, 0.19, 0, 
12, 1, eco17, 12, 1, 9.1, 4.7, 0, 7.63, 7.63, 0.18, 0, 
12, 2, eco17, 12, 1, 6.5, 4.8, 0, 7.29, 7.29, 0.13, 0, 
12, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.29, 15.29, 0.13, 0, 
12, 4, eco17, 12, 1, 5.3, 8.6, 9.34, 20.28, 10.94, 0.11, 0, 
12, 5, eco17, 12, 1, 5.2, 11.7, 18.46, 22.3, 3.84, 0.11, 0, 
12, 6, eco17, 12, 1, 5.4, 14.7, 32.46, 22.24, -10.22, 0.12, 0, 
13, 7, eco17, 12, 1, 4.7, 16.7, 31.34, 16.98, -14.36, 0.11, 0, 
13, 8, eco17, 12, 1, 5.8, 16.5, 41.86, 24.64, -17.22, 0.12, 0, 
13, 9, eco17, 12, 1, 6.8, 14.2, 53.75, 33.66, -20.09, 0.14, 0, 
13, 10, eco17, 12, 1, 9.3, 11.3, 33.34, 25.44, -7.9, 0.18, 0, 
13, 11, eco17, 12, 1, 9.6, 7.4, 0, 10.81, 10.81, 0.18, 0, 
13, 12, eco17, 12, 1, 9.7, 5.2, 0, 8.63, 8.63, 0.19, 0, 
13, 1, eco17, 12, 1, 9.1, 4.7, 0, 7.83, 7.83, 0.18, 0, 
13, 2, eco17, 12, 1, 6.5, 4.8, 0, 7.46, 7.46, 0.13, 0, 
13, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.2, 15.2, 0.13, 0, 
13, 4, eco17, 12, 1, 5.3, 8.6, 9.34, 20.01, 10.67, 0.11, 0, 
13, 5, eco17, 12, 1, 5.2, 11.7, 19.74, 21.94, 2.2, 0.11, 0, 
13, 6, eco17, 12, 1, 5.4, 14.7, 36.23, 21.82, -14.41, 0.12, 0, 
14, 7, eco17, 12, 1, 4.7, 16.7, 34.48, 16.63, -17.85, 0.11, 0, 
14, 8, eco17, 12, 1, 5.8, 16.5, 45.94, 24.11, -21.83, 0.12, 0, 
14, 9, eco17, 12, 1, 6.8, 14.2, 58.88, 33.87, -25.01, 0.14, 0, 
14, 10, eco17, 12, 1, 9.3, 11.3, 36.64, 25.73, -10.91, 0.18, 0, 
14, 11, eco17, 12, 1, 9.6, 7.4, 0, 11.26, 11.26, 0.18, 0, 
14, 12, eco17, 12, 1, 9.7, 5.2, 0, 8.95, 8.95, 0.19, 0, 
14, 1, eco17, 12, 1, 9.1, 4.7, 0, 8.09, 8.09, 0.18, 0, 
14, 2, eco17, 12, 1, 6.5, 4.8, 0, 7.68, 7.68, 0.13, 0, 
14, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.18, 15.18, 0.13, 0, 
14, 4, eco17, 12, 1, 5.3, 8.6, 9.34, 19.84, 10.5, 0.11, 0, 
14, 5, eco17, 12, 1, 5.2, 11.7, 21.13, 21.69, 0.55, 0.11, 0, 
14, 6, eco17, 12, 1, 5.4, 14.7, 40.31, 21.52, -18.8, 0.12, 0, 
15, 7, eco17, 12, 1, 4.7, 16.7, 37.82, 16.36, -21.46, 0.11, 0, 
15, 8, eco17, 12, 1, 5.8, 16.5, 50.31, 23.7, -26.62, 0.12, 0, 
15, 9, eco17, 12, 1, 6.8, 14.2, 64.39, 34.27, -30.12, 0.14, 0, 
15, 10, eco17, 12, 1, 9.3, 11.3, 40.13, 26.15, -13.98, 0.18, 0, 
15, 11, eco17, 12, 1, 9.6, 7.4, 0, 11.78, 11.78, 0.18, 0, 
15, 12, eco17, 12, 1, 9.7, 5.2, 0, 9.32, 9.32, 0.19, 0, 
15, 1, eco17, 12, 1, 9.1, 4.7, 0, 8.39, 8.39, 0.18, 0, 
15, 2, eco17, 12, 1, 6.5, 4.8, 0, 7.94, 7.94, 0.13, 0, 
15, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.25, 15.25, 0.13, 0, 
15, 4, eco17, 12, 1, 5.3, 8.6, 9.33, 19.77, 10.44, 0.11, 0, 
15, 5, eco17, 12, 1, 5.2, 11.7, 22.64, 21.55, -1.1, 0.11, 0, 
15, 6, eco17, 12, 1, 5.4, 14.7, 44.69, 21.31, -23.37, 0.12, 0, 
16, 7, eco17, 12, 1, 4.7, 16.7, 41.38, 16.17, -25.22, 0.11, 0, 
16, 8, eco17, 12, 1, 5.8, 16.5, 54.99, 23.4, -31.59, 0.12, 0, 
16, 9, eco17, 12, 1, 6.8, 14.2, 70.26, 34.84, -35.42, 0.14, 0, 
16, 10, eco17, 12, 1, 9.3, 11.3, 43.83, 26.71, -17.13, 0.18, 0, 
16, 11, eco17, 12, 1, 9.6, 7.4, 0, 12.37, 12.37, 0.18, 0, 
16, 12, eco17, 12, 1, 9.7, 5.2, 0, 9.74, 9.74, 0.19, 0, 
16, 1, eco17, 12, 1, 9.1, 4.7, 0, 8.74, 8.74, 0.18, 0, 
16, 2, eco17, 12, 1, 6.5, 4.8, 0, 8.25, 8.25, 0.13, 0, 
16, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.39, 15.39, 0.13, 0, 
16, 4, eco17, 12, 1, 5.3, 8.6, 9.33, 19.8, 10.47, 0.11, 0, 
16, 5, eco17, 12, 1, 5.2, 11.7, 24.27, 21.51, -2.76, 0.11, 0, 
16, 6, eco17, 12, 1, 5.4, 14.7, 49.35, 21.22, -28.13, 0.12, 0, 
17, 7, eco17, 12, 1, 4.7, 16.7, 45.16, 16.05, -29.11, 0.11, 0, 
17, 8, eco17, 12, 1, 5.8, 16.5, 59.95, 23.21, -36.74, 0.12, 0, 
17, 9, eco17, 12, 1, 6.8, 14.2, 76.49, 35.58, -40.91, 0.14, 0, 
17, 10, eco17, 12, 1, 9.3, 11.3, 47.74, 27.4, -20.34, 0.18, 0, 
17, 11, eco17, 12, 1, 9.6, 7.4, 0, 13.01, 13.01, 0.18, 0, 
17, 12, eco17, 12, 1, 9.7, 5.2, 0, 10.21, 10.21, 0.19, 0, 
17, 1, eco17, 12, 1, 9.1, 4.7, 0, 9.14, 9.14, 0.18, 0, 
17, 2, eco17, 12, 1, 6.5, 4.8, 0, 8.6, 8.6, 0.13, 0, 
17, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.61, 15.61, 0.13, 0, 
17, 4, eco17, 12, 1, 5.3, 8.6, 9.32, 19.92, 10.6, 0.11, 0, 
17, 5, eco17, 12, 1, 5.2, 11.7, 26.02, 21.58, -4.44, 0.11, 0, 
17, 6, eco17, 12, 1, 5.4, 14.7, 54.27, 21.22, -33.05, 0.12, 0, 
18, 7, eco17, 12, 1, 4.7, 16.7, 49.16, 16.02, -33.14, 0.11, 0, 
18, 8, eco17, 12, 1, 5.8, 16.5, 65.21, 23.14, -42.07, 0.12, 0, 
18, 9, eco17, 12, 1, 6.8, 14.2, 83.07, 36.5, -46.57, 0.14, 0, 
18, 10, eco17, 12, 1, 9.3, 11.3, 51.84, 28.22, -23.62, 0.18, 0, 
18, 11, eco17, 12, 1, 9.6, 7.4, 0, 13.73, 13.73, 0.18, 0, 
18, 12, eco17, 12, 1, 9.7, 5.2, 0, 10.73, 10.73, 0.19, 0, 
18, 1, eco17, 12, 1, 9.1, 4.7, 0, 9.58, 9.58, 0.18, 0, 
18, 2, eco17, 12, 1, 6.5, 4.8, 0, 8.99, 8.99, 0.13, 0, 
18, 3, eco17, 12, 1, 6.2, 6.5, 0, 15.9, 15.9, 0.13, 0, 
18, 4, eco17, 12, 1, 5.3, 8.6, 9.31, 20.14, 10.82, 0.11, 0, 
18, 5, eco17, 12, 1, 5.2, 11.7, 28.13, 21.75, -6.38, 0.11, 0, 
18, 6, eco17, 12, 1, 5.4, 14.7, 59.48, 21.33, -38.14, 0.12, 0, 
19, 7, eco17, 12, 1, 4.7, 16.7, 53.38, 16.06, -37.32, 0.11, 0, 
19, 8, eco17, 12, 1, 5.8, 16.5, 70.74, 23.17, -47.56, 0.12, 0, 
19, 9, eco17, 12, 1, 6.8, 14.2, 89.98, 37.6, -52.38, 0.14, 0, 
19, 10, eco17, 12, 1, 9.3, 11.3, 56.13, 29.18, -26.95, 0.18, 0, 
19, 11, eco17, 12, 1, 9.6, 7.4, 0, 14.5, 14.5, 0.18, 0, 
19, 12, eco17, 12, 1, 9.7, 5.2, 0, 11.3, 11.3, 0.19, 0, 
19, 1, eco17, 12, 1, 9.1, 4.7, 0, 10.07, 10.07, 0.18, 0, 
19, 2, eco17, 12, 1, 6.5, 4.8, 0, 9.43, 9.43, 0.13, 0, 
19, 3, eco17, 12, 1, 6.2, 6.5, 0, 16.27, 16.27, 0.13, 0, 
19, 4, eco17, 12, 1, 5.3, 8.6, 9.31, 20.45, 11.15, 0.11, 0, 
19, 5, eco17, 12, 1, 5.2, 11.7, 30.46, 22.03, -8.43, 0.11, 0, 
19, 6, eco17, 12, 1, 5.4, 14.7, 64.92, 21.55, -43.37, 0.12, 0, 
20, 7, eco17, 12, 1, 4.7, 16.7, 57.79, 16.18, -41.62, 0.11, 0, 
20, 8, eco17, 12, 1, 5.8, 16.5, 76.53, 23.32, -53.2, 0.12, 0, 
20, 9, eco17, 12, 1, 6.8, 14.2, 97.2, 38.87, -58.32, 0.14, 0, 
20, 10, eco17, 12, 1, 9.3, 11.3, 60.6, 30.27, -30.33, 0.18, 0, 
20, 11, eco17, 12, 1, 9.6, 7.4, 0, 15.35, 15.35, 0.18, 0, 
20, 12, eco17, 12, 1, 9.7, 5.2, 0, 11.93, 11.93, 0.19, 0, 
20, 1, eco17, 12, 1, 9.1, 4.7, 0, 10.6, 10.6, 0.18, 0, 
20, 2, eco17, 12, 1, 6.5, 4.8, 0, 9.91, 9.91, 0.13, 0, 
20, 3, eco17, 12, 1, 6.2, 6.5, 0, 16.72, 16.72, 0.13, 0, 
20, 4, eco17, 12, 1, 5.3, 8.6, 9.3, 20.86, 11.56, 0.11, 0, 
20, 5, eco17, 12, 1, 5.2, 11.7, 32.91, 22.41, -10.5, 0.11, 0, 
20, 6, eco17, 12, 1, 5.4, 14.7, 70.56, 21.86, -48.7, 0.12, 0, 
21, 7, eco17, 12, 1, 4.7, 16.7, 62.39, 16.38, -46.02, 0.11, 0, 
21, 8, eco17, 12, 1, 5.8, 16.5, 82.55, 23.59, -58.96, 0.12, 0, 
21, 9, eco17, 12, 1, 6.8, 14.2, 104.7, 40.31, -64.39, 0.14, 0, 
21, 10, eco17, 12, 1, 9.3, 11.3, 65.23, 31.49, -33.75, 0.18, 0, 
21, 11, eco17, 12, 1, 9.6, 7.4, 0, 16.25, 16.25, 0.18, 0, 
21, 12, eco17, 12, 1, 9.7, 5.2, 0, 12.6, 12.6, 0.19, 0, 
21, 1, eco17, 12, 1, 9.1, 4.7, 0, 11.18, 11.18, 0.18, 0, 
21, 2, eco17, 12, 1, 6.5, 4.8, 0, 10.43, 10.43, 0.13, 0, 
21, 3, eco17, 12, 1, 6.2, 6.5, 0, 17.23, 17.23, 0.13, 0, 
21, 4, eco17, 12, 1, 5.3, 8.6, 9.29, 21.36, 12.08, 0.11, 0, 
21, 5, eco17, 12, 1, 5.2, 11.7, 35.48, 22.89, -12.59, 0.11, 0, 
21, 6, eco17, 12, 1, 5.4, 14.7, 76.35, 22.27, -54.08, 0.12, 0, 
22, 7, eco17, 12, 1, 4.7, 16.7, 67.15, 16.65, -50.5, 0.11, 0, 
22, 8, eco17, 12, 1, 5.8, 16.5, 88.77, 23.96, -64.81, 0.12, 0, 
22, 9, eco17, 12, 1, 6.8, 14.2, 112.43, 41.9, -70.54, 0.14, 0, 
22, 10, eco17, 12, 1, 9.3, 11.3, 70, 32.82, -37.18, 0.18, 0, 
22, 11, eco17, 12, 1, 9.6, 7.4, 0, 17.21, 17.21, 0.18, 0, 
22, 12, eco17, 12, 1, 9.7, 5.2, 0, 13.32, 13.32, 0.19, 0, 
22, 1, eco17, 12, 1, 9.1, 4.7, 0, 11.8, 11.8, 0.18, 0, 
22, 2, eco17, 12, 1, 6.5, 4.8, 0, 10.99, 10.99, 0.13, 0, 
22, 3, eco17, 12, 1, 6.2, 6.5, 0, 17.82, 17.82, 0.13, 0, 
22, 4, eco17, 12, 1, 5.3, 8.6, 9.28, 21.96, 12.68, 0.11, 0, 
22, 5, eco17, 12, 1, 5.2, 11.7, 38.15, 23.47, -14.68, 0.11, 0, 
22, 6, eco17, 12, 1, 5.4, 14.7, 82.28, 22.79, -59.5, 0.12, 0, 
23, 7, eco17, 12, 1, 4.7, 16.7, 72.04, 16.99, -55.05, 0.11, 0, 
23, 8, eco17, 12, 1, 5.8, 16.5, 95.16, 24.44, -70.72, 0.12, 0, 
23, 9, eco17, 12, 1, 6.8, 14.2, 120.36, 43.63, -76.74, 0.14, 0, 
23, 10, eco17, 12, 1, 9.3, 11.3, 74.86, 34.26, -40.61, 0.18, 0, 
23, 11, eco17, 12, 1, 9.6, 7.4, 0, 18.22, 18.22, 0.18, 0, 
23, 12, eco17, 12, 1, 9.7, 5.2, 0, 14.08, 14.08, 0.19, 0, 
23, 1, eco17, 12, 1, 9.1, 4.7, 0, 12.46, 12.46, 0.18, 0, 
23, 2, eco17, 12, 1, 6.5, 4.8, 0, 11.6, 11.6, 0.13, 0, 
23, 3, eco17, 12, 1, 6.2, 6.5, 0, 18.47, 18.47, 0.13, 0, 
23, 4, eco17, 12, 1, 5.3, 8.6, 9.26, 22.63, 13.37, 0.11, 0, 
23, 5, eco17, 12, 1, 5.2, 11.7, 40.92, 24.14, -16.78, 0.11, 0, 
23, 6, eco17, 12, 1, 5.4, 14.7, 88.3, 23.39, -64.91, 0.12, 0, 
24, 7, eco17, 12, 1, 4.7, 16.7, 77.03, 17.41, -59.62, 0.11, 0, 
24, 8, eco17, 12, 1, 5.8, 16.5, 101.68, 25.02, -76.65, 0.12, 0, 
24, 9, eco17, 12, 1, 6.8, 14.2, 128.44, 45.49, -82.95, 0.14, 0, 
24, 10, eco17, 12, 1, 9.3, 11.3, 79.81, 35.8, -44.01, 0.18, 0, 
24, 11, eco17, 12, 1, 9.6, 7.4, 0, 19.28, 19.28, 0.18, 0, 
24, 12, eco17, 12, 1, 9.7, 5.2, 0, 14.88, 14.88, 0.19, 0, 
